秋田,医,医,後,地域枠,1080-55-0122
,,保健／ 看護学,前,,1080-55-0310
,,,後,,1080-55-0320
,,保健／ 理学療,前,,1080-55-0410
,,,後,,1080-55-0420
,,保健／ 作業療,前,,1080-55-0510
,,,後,,1080-55-0520
秋田看護福祉,看護福祉,看護,,前期,3082-64-0101
,,,共,前期,3082-64-0171
,,医療福祉,,前期,3082-64-0202
,,,共,前期,3082-64-0271
秋田県立,システム,建築環境シス,前,,2028-47-0310
,,,後,,2028-47-0320
,,経営シス工,前,,2028-47-0410
,,,後,,2028-47-0420
,,機械工,前,,2028-47-0510
,,,後,,2028-47-0520
,,知能メカトロ,前,,2028-47-0610
,,,後,,2028-47-0620
,,情報工,前,,2028-47-0710
,,,後,,2028-47-0720
,生物資源,応用生物科学,前,,2028-74-0110
,,,後,,2028-74-0120
,,生物生産科学,前,,2028-74-0210
,,,後,,2028-74-0220
,,生物環境科学,前,,2028-74-0310
,,,後,,2028-74-0320
,,アグリビジネ,前,,2028-74-0410
,,,後,,2028-74-0420
秋田公立美術,美術,美術,前,,2029-83-0110
,,,中,,2029-83-0150
朝日,法,法,,Ⅰ期,3481-12-0103
,,,共,プラⅠ,3481-12-0171
,,,,プラⅡ,3481-12-0172
,,,,Ⅰ期,3481-12-0173
,,,,Ⅱ期,3481-12-0174
,経営,経営,,Ⅰ期,3481-19-0103
,,,共,プラⅠ,3481-19-0171
,,,,プラⅡ,3481-19-0172
,,,,Ⅰ期,3481-19-0173
,,,,Ⅱ期,3481-19-0174
,歯,歯,,Ⅰ期,3481-58-0100
,,,共,Ⅰ期,3481-58-0171
,,,,プラⅡ,3481-58-0172
,,,,Ⅱ期,3481-58-0173
,,,,プラⅠ,3481-58-0174
,保健医療,看護,,Ⅰ期,3481-64-0101
,,,共,Ⅰ期,3481-64-0171
,,,,プラⅡ,3481-64-0172
,,,,Ⅱ期,3481-64-0173
,,,,プラⅠ,3481-64-0174
,,健康スポーツ,,Ⅰ期,3481-64-0201
,,,共,プラⅠ,3481-64-0271
,,,,Ⅰ期,3481-64-0272
,,,,プラⅡ,3481-64-0273
,,,,Ⅱ期,3481-64-0274
,,救急救命,,Ⅰ期,3481-64-0301
朝日,保健医療,救急救命,共,プラⅠ,3481-64-0371
,,,,プラⅡ,3481-64-0372
,,,,Ⅰ期,3481-64-0373
,,,,Ⅱ期,3481-64-0374
旭川医科,医,医,前,,1005-55-0110
,,看護,前,,1005-55-0210
,,,後,,1005-55-0220
旭川市立,経済,経営経済,前,,2008-18-0110
,,,後,,2008-18-0120
,地域創造,地域創造,前,,2008-21-0110
,,,後,,2008-21-0120
,保健福祉,コミュニティ,前,,2008-64-0110
,,,中,,2008-64-0150
,,保健看護,前,,2008-64-0210
,,,中,,2008-64-0250
麻布,生命環境,臨床検査技術,,Ⅰ期Ａ,3361-37-0103
,,,,Ⅰ期Ｃ,3361-37-0104
,,,,Ⅰ期Ｄ,3361-37-0105
,,,共,第Ⅰ期,3361-37-0171
,,食品生命科学,,Ⅰ期Ａ,3361-37-0203
,,,,Ⅰ期Ｃ,3361-37-0204
,,,,Ⅰ期Ｄ,3361-37-0205
,,,共,第Ⅰ期,3361-37-0271
,,環境科学,,Ⅰ期Ａ,3361-37-0303
,,,,Ⅰ期Ｃ,3361-37-0304
,,,,Ⅰ期Ｄ,3361-37-0305
,,,共,第Ⅰ期,3361-37-0371
,獣医,獣医,,Ⅰ期Ｂ,3361-74-0101
,,,,Ⅰ期Ｄ,3361-74-0102
,,,共,第Ⅰ期,3361-74-0171
,,動物応用科学,,Ⅰ期Ａ,3361-74-0203
,,,,Ⅰ期Ｃ,3361-74-0204
,,,,Ⅰ期Ｄ,3361-74-0205
,,,共,第Ⅰ期,3361-74-0271
,,獣医保健看護,,Ⅰ期Ａ,3361-74-0304
,,,,Ⅰ期Ｃ,3361-74-0305
,,,,Ⅰ期Ｄ,3361-74-0306
,,,共,第Ⅰ期,3361-74-0371
亜細亜,法,法律,,統一前,3232-12-0102
,,,,統一中,3232-12-0103
,,,,３教科,3232-12-0104
,,,,ベスト,3232-12-0105
,,,共,前期３,3232-12-0171
,,,,前期２,3232-12-0172
,経済,経済,,統一前,3232-18-0102
,,,,統一中,3232-18-0103
,,,,３教科,3232-18-0104
,,,,ベスト,3232-18-0105
,,,共,前期３,3232-18-0171
,,,,前期２,3232-18-0172
,経営,経営,,統一前,3232-19-0102
,,,,統一中,3232-19-0103
,,,,３教科,3232-19-0104
,,,,ベスト,3232-19-0105
,,,共,前期３,3232-19-0171
,,,,前期２,3232-19-0172
,,ホスピタリテ,,統一前,3232-19-0402
亜細亜,経営,ホスピタリテ,,統一中,3232-19-0403
,,,,３教科,3232-19-0405
,,,,ベスト,3232-19-0406
,,,共,前期２,3232-19-0472
,,,,前期３,3232-19-0475
,,データサイエ,,統一前,3232-19-0602
,,,,統一中,3232-19-0603
,,,,２教科,3232-19-0604
,,,,３教科,3232-19-0605
,,,,ベスト,3232-19-0606
,,,共,前３Ａ,3232-19-0671
,,,,前３Ｂ,3232-19-0672
,社会,現代社会,,３教科,3232-25-0101
,,,,統一前,3232-25-0102
,,,,統一中,3232-25-0103
,,,,ベスト,3232-25-0104
,,,共,前期２,3232-25-0171
,,,,前期３,3232-25-0172
,国際関係,国際関係,,統一前,3232-33-0102
,,,,統一中,3232-33-0103
,,,,３教科,3232-33-0104
,,,,ベスト,3232-33-0105
,,,共,前期３,3232-33-0171
,,,,前期２,3232-33-0172
,,多文化コミュ,,統一前,3232-33-0202
,,,,統一中,3232-33-0203
,,,,３教科,3232-33-0204
,,,,ベスト,3232-33-0205
,,,共,前期３,3232-33-0271
,,,,前期２,3232-33-0272
,健康スポ,健康スポーツ,,３教科,3232-64-0101
,,,,ベスト,3232-64-0102
,,,,統一前,3232-64-0103
,,,,統一中,3232-64-0104
,,,共,前期２,3232-64-0171
,,,,前３Ａ,3232-64-0172
足利,工,創生／ 機械,,Ａ,3119-46-1201
,,,共,Ａ,3119-46-1271
,,創生／ 電気電,,Ａ,3119-46-1301
,,,共,Ａ,3119-46-1371
,,創生／ システ,,Ａ,3119-46-1401
,,,共,Ａ,3119-46-1471
,,創生／ 建築土,,Ａ,3119-46-1501
,,,共,Ａ,3119-46-1571
,,創生／ ライフ,,Ａ,3119-46-1601
,,,共,Ａ,3119-46-1671
,看護,看護,,Ａ,3119-64-0101
,,,共,Ａ,3119-64-0171
芦屋,臨床教育,教育,,Ａ,3691-31-0201
,経営教育,経営教育,,Ａ,3691-32-0101
跡見学園女子,文,人文,,Ａ,3147-01-0602
,,,共,Ⅰ期,3147-01-0671
,,現代文化表現,,Ａ,3147-01-0802
,,,共,Ⅰ期,3147-01-0871
,心理,臨床心理,,Ａ,3147-03-0101
,,,共,Ⅰ期,3147-03-0171
,マネジメ,マネジメント,,Ａ,3147-21-0102
跡見学園女子,マネジメ,マネジメント,共,Ⅰ期,3147-21-0171
,観光コミ,観光デザイン,,Ａ,3147-27-0101
,,,共,Ⅰ期,3147-27-0171
育英,教育,教育／ 児童教,,Ⅰ期,3142-30-0101
,,,共,Ⅰ期２,3142-30-0171
,,,,Ⅰ期３,3142-30-0174
,,教育／ スポー,,Ⅰ期,3142-30-0201
,,,共,Ⅰ期２,3142-30-0271
,,,,Ⅰ期３,3142-30-0274
,,教育／ 英語,,Ⅰ期,3142-30-0301
,,,共,Ⅰ期２,3142-30-0371
,,,,Ⅰ期３,3142-30-0372
育英館,情報メデ,情報メディア,,Ⅰ期,3023-37-0101
,,,共,Ⅰ期,3023-37-0171
,,,,Ⅱ期,3023-37-0172
石川県立,生物資源,生産科学,前,,2104-74-0110
,,,後,,2104-74-0120
,,環境科学,前,,2104-74-0210
,,,後,,2104-74-0220
,,食品科学,前,,2104-74-0310
,,,後,,2104-74-0320
石川県立看護,看護,看護,前,,2103-64-0110
,,,後,,2103-64-0120
石巻専修,経営,経営,,Ａ,3066-19-0101
,,,共,Ａ,3066-19-0171
,,情報マネジメ,,Ａ,3066-19-0201
,,,共,Ａ,3066-19-0271
,人間,人間文化,,Ａ,3066-37-0101
,,,共,Ａ,3066-37-0171
,,人間教育,,Ａ,3066-37-0201
,,,共,Ａ,3066-37-0271
,理工,機械工,,Ａ,3066-47-0101
,,,共,Ａ,3066-47-0171
,,情報電子工,,Ａ,3066-47-0401
,,,共,Ａ,3066-47-0471
,,生物科学,,Ａ,3066-47-0601
,,,共,Ａ,3066-47-0671
和泉,リハビリ,リハ／ 理学療,,前期１,3671-64-0101
,,,,前期２,3671-64-0103
,,,,前期３,3671-64-0104
,,,共,前期２,3671-64-0172
,,,,前期３,3671-64-0173
,,,,前期１,3671-64-0177
,,リハ／ 作業療,,前期１,3671-64-0201
,,,,前期２,3671-64-0203
,,,,前期３,3671-64-0204
,,,共,前期２,3671-64-0272
,,,,前期３,3671-64-0273
,,,,前期１,3671-64-0277
,,リハ／ 言語聴,,前期１,3671-64-0301
,,,,前期２,3671-64-0303
,,,,前期３,3671-64-0304
,,,共,前期２,3671-64-0372
,,,,前期３,3671-64-0373
,,,,前期１,3671-64-0377
,,リハ／ ヘルス,,前期２,3671-64-0401
,,,,前期３,3671-64-0402
和泉,リハビリ,リハ／ ヘルス,,前期１,3671-64-0403
,,,共,前期２,3671-64-0471
,,,,前期３,3671-64-0472
,,,,前期１,3671-64-0475
一宮研伸,看護,看護,,１期,3564-64-0101
,,,共,１期,3564-64-0173
,,,,プラ１,3564-64-0174
茨城,人文社会,現代社会,前,,1095-27-0110
,,,後,,1095-27-0120
,,法律経済,前,,1095-27-0210
,,,後,,1095-27-0220
,,人間文化,前,,1095-27-0310
,,,後,,1095-27-0320
,教育,養護教諭,前,,1095-30-2010
,,,後,,1095-30-2020
,,学校／ 国語,前,,1095-30-4910
,,,後,,1095-30-4920
,,学校／ 社会,前,,1095-30-5010
,,,後,,1095-30-5020
,,学校／ 英語,前,,1095-30-5110
,,学校／ 数学,前,,1095-30-5210
,,,後,,1095-30-5220
,,学校／ 理科,前,,1095-30-5310
,,学校／ 音楽,前,,1095-30-5410
,,,後,,1095-30-5420
,,学校／ 美術,前,,1095-30-5510
,,,後,,1095-30-5520
,,学校／ 保健体,前,,1095-30-5610
,,,後,,1095-30-5620
,,学校／ 技術,前,,1095-30-5710
,,学校／ 家庭,前,,1095-30-5810
,,,後,,1095-30-5820
,,学校／ 特別支,前,,1095-30-6010
,,学校／ 教育実,前,,1095-30-6610
,理,理／ 数学・情,前,,1095-42-0610
,,,後,,1095-42-0620
,,理／ 物理学,前,,1095-42-0710
,,,後,,1095-42-0720
,,理／ 化学,前,,1095-42-0810
,,,後,,1095-42-0820
,,理／ 生物科学,前,,1095-42-0910
,,,後,,1095-42-0920
,,理／ 地球環境,前,,1095-42-1010
,,,後,,1095-42-1020
,,理／ 総合理学,前,,1095-42-1110
,,,後,,1095-42-1120
,工,情報工,前,,1095-46-0310
,,,後,,1095-46-0320
,,都市シス工,前,,1095-46-0510
,,,後,,1095-46-0520
,,機械シス工,前,,1095-46-1010
,,,後,,1095-46-1020
,,電気電子シス,前,,1095-46-1110
,,,後,,1095-46-1120
,,物質科学工,前,,1095-46-1210
,,,後,,1095-46-1220
,農,食生命科学,前,,1095-72-0410
茨城,農,食生命科学,後,,1095-72-0420
,,地域／ 応用植,前,,1095-72-0510
,,,後,,1095-72-0520
,,地域／ 地域共,前,,1095-72-0610
,,,後,,1095-72-0620
,地域未来,,前,数学,1095-88-0011
,,,,外国語,1095-88-0012
茨城キリスト教,文,現代英語,,１期,3106-01-0100
,,,共,１期,3106-01-0171
,,文化交流,,１期,3106-01-0400
,,,共,１期,3106-01-0471
,,児童／ 児童教,,１期,3106-01-0501
,,,共,１期,3106-01-0571
,,児童／ 幼児保,,１期,3106-01-0601
,,,共,１期,3106-01-0671
,経営,経営,,１期,3106-19-0101
,,,共,１期,3106-19-0171
,看護,看護,,１期,3106-64-0101
,,,共,１期,3106-64-0171
,生活科学,心理福祉,,１期,3106-79-0100
,,,共,１期,3106-79-0171
,,食物健康科学,,１期,3106-79-0200
,,,共,１期,3106-79-0271
,未来教養,,,１期,3106-88-0001
,,,共,１期,3106-88-0071
茨城県立医療,保健医療,看護,前,,2050-64-0110
,,作業療法,前,,2050-64-0210
,,放射線技術科,前,,2050-64-0310
,,理学療法,前,,2050-64-0410
医療創生,国際看護,看護,,前期,3098-66-0101
,,,共,前期,3098-66-0171
,総合医療,理学療法,,１期,3098-67-0101
,,,共,１期,3098-67-0171
,,看護,,１期,3098-67-0201
,,,共,１期,3098-67-0271
,,心理,,１期,3098-67-0301
,,,共,１期,3098-67-0371
,,作業療法,,１期,3098-67-0401
,,,共,１期,3098-67-0471
岩手,人文社会,人間文化,前,,1065-27-0610
,,,後,,1065-27-0620
,,地域政策,前,,1065-27-0710
,,,後,,1065-27-0720
,教育,学校／ 小学校,前,,1065-30-1510
,,,後,,1065-30-1520
,,学校／ 特別支,前,,1065-30-2710
,,,後,,1065-30-2720
,,学校／ 国語,前,,1065-30-4010
,,学校／ 社会,前,,1065-30-4110
,,学校／ 英語,前,,1065-30-4410
,,学校／ 音楽,前,,1065-30-4510
,,学校／ 美術,前,,1065-30-4610
,,学校／ 保健体,前,,1065-30-4710
,,学校／ 数学,前,,1065-30-4810
,,学校／ 理科,前,,1065-30-4910
,理工,理工／ 化学,前,,1065-47-1210
,,,後,,1065-47-1220
岩手,理工,理工／ 数理物,前,,1065-47-1310
,,,後,,1065-47-1320
,,理工／ 材料科,前,,1065-47-1410
,,,後,,1065-47-1420
,,理工／ 情報系,前,,1065-47-1510
,,,後,,1065-47-1520
,,理工／ 電気電,前,,1065-47-1610
,,,後,,1065-47-1620
,,理工／ 機械知,前,,1065-47-1710
,,,後,,1065-47-1720
,,理工／ 社会基,前,,1065-47-1810
,,,後,,1065-47-1820
,,理工／ データ,前,,1065-47-1910
,農,食料／ 農学,前,,1065-72-1910
,,,後,,1065-72-1920
,,食料／ 食品健,前,,1065-72-2010
,,,後,,1065-72-2020
,,生命／ 機能学,前,,1065-72-2110
,,,後,,1065-72-2120
,,生命／ 医科学,前,,1065-72-2210
,,,後,,1065-72-2220
,,地域／ 革新農,前,,1065-72-2310
,,,後,,1065-72-2320
,,地域／ 森林科,前,,1065-72-2410
,,,後,,1065-72-2420
,,動物／ 動物科,前,,1065-72-2510
,,,後,,1065-72-2520
,,動物／ 水産シ,前,,1065-72-2610
,,,後,,1065-72-2620
,獣医,共同獣医,前,,1065-74-0110
岩手医科,医,医,,,3056-55-0100
,,,,地域Ｃ,3056-55-0101
,,,,地域Ｄ,3056-55-0102
,歯,歯,,前期,3056-58-0100
,,,共,前期,3056-58-0171
,薬,薬,,前期,3056-61-0102
,,,共,前期,3056-61-0171
,看護,看護,,前期,3056-64-0101
岩手県立,総合政策,総合政策,前,,2018-13-0110
,,,後,,2018-13-0120
,社会福祉,,前,,2018-26-0010
,,,後,,2018-26-0020
,ソフトウ,ソフトウェア,前,,2018-47-0110
,,,中,,2018-47-0150
,看護,看護,前,,2018-64-0110
,,,後,,2018-64-0120
岩手保健医療,看護,看護,,Ａ,3059-64-0101
植草学園,発達教育,発達支援教育,,Ａ,3217-31-0101
,,,共,Ａ,3217-31-0171
,保健医療,リハ／ 理学療,,Ａ,3217-64-0201
,,,共,Ａ,3217-64-0271
,,リハ／ 作業療,,Ａ,3217-64-0301
,,,共,Ａ,3217-64-0371
,看護,看護,,Ａ,3217-65-0101
,,,共,Ａ,3217-65-0171
宇都宮,共同教育,学校／ 音楽,前,,1110-31-1110
,,学校／ 美術,前,,1110-31-1210
宇都宮,共同教育,学校／ 保健体,前,,1110-31-1310
,,学校／ 家政,前,,1110-31-1410
,,学校／ 教育人,前,,1110-31-1510
,,学校／ 人文社,前,,1110-31-1610
,,学校／ 自然科,前,,1110-31-1710
,国際,国際,前,,1110-33-0310
,地域デザ,コミュニティ,前,,1110-37-0110
,,,後,,1110-37-0120
,,建築都市デザ,前,,1110-37-0210
,,,後,,1110-37-0220
,,社会基盤デザ,前,,1110-37-0310
,,,後,,1110-37-0320
,データサ,データサイエ,前,,1110-38-0110
,,,後,,1110-38-0120
,工,基盤工,後,,1110-46-1020
,,基盤／ 化学系,前,,1110-46-1110
,,基盤／ 機械情,前,,1110-46-1210
,農,エコロジカル,前,,1110-72-0410
,,,後,,1110-72-0420
,,生物生産イノ,前,,1110-72-0510
,,,後,,1110-72-0520
,,フロンティア,前,,1110-72-0610
,,,後,,1110-72-0620
,,環境システム,前,,1110-72-0710
,,,後,,1110-72-0720
宇都宮共和,シティラ,シティライフ,,Ⅰ期,3125-37-0101
,,,,特待生,3125-37-0104
,,,共,Ⅰ期,3125-37-0171
,子ども生,子ども生活,,Ⅰ期,3125-79-0101
,,,,特待生,3125-79-0102
,,,共,Ⅰ期,3125-79-0171
宇部フロンティ,心理,心理,,Ａ,3821-03-0102
,,,共,前期,3821-03-0171
,,,,中期,3821-03-0172
,看護,看護,,Ａ,3821-64-0101
,,,共,前期,3821-64-0171
,,,,中期,3821-64-0172
浦和,社会,総合福祉,,Ⅰ期,3168-25-0101
,,,共,Ⅰ期,3168-25-0171
,,現代社会,,Ⅰ期,3168-25-0201
,,,共,Ⅰ期,3168-25-0271
,こども,こども,,Ⅰ期,3168-79-0101
,,,共,Ⅰ期,3168-79-0172
,,学校教育,,Ⅰ期,3168-79-0201
,,,共,Ⅰ期,3168-79-0271
叡啓,ソーシャ,ソーシャルシ,独,,2253-27-0160
ＳＢＣ東京医療,健康科学,理学療法,,Ａ,3216-64-0102
,,整復医療・ト,,Ａ,3216-64-0202
,,看護,,Ａ,3216-64-0302
江戸川,社会,経営社会,,１期,3191-25-0403
,,,共,１期,3191-25-0471
,,人間心理,,１期,3191-25-0501
,,,共,１期,3191-25-0571
,,現代社会,,１期,3191-25-0601
,,,共,１期,3191-25-0671
,メディア,マス・コミュ,,１期,3191-37-0101
,,,共,１期,3191-37-0171
江戸川,メディア,情報文化,,１期,3191-37-0201
,,,共,１期,3191-37-0271
,,こどもコミュ,,１期,3191-37-0301
,,,共,１期,3191-37-0371
愛媛,法文,人文社会,前,,1410-03-0810
,,,後,,1410-03-0820
,法文夜,人文社会,前,,1410-07-0510
,,,後,,1410-07-0520
,教育,学校／ 幼年教,前,,1410-30-6910
,,学校／ 特別支,前,,1410-30-7010
,,学校／ 小学校,前,,1410-30-7110
,,学校／ 言語社,前,,1410-30-7210
,,学校／ 科学教,前,,1410-30-7310
,,学校／ 生活健,前,家庭,1410-30-7411
,,,,体・保,1410-30-7412
,,,,音楽,1410-30-7413
,,,,図・美,1410-30-7414
,,学校教育,後,除幼特,1410-30-7520
,社会共創,産業マネジメ,前,,1410-37-0110
,,産業イノベー,前,,1410-37-0210
,,環境デザイン,前,,1410-37-0310
,,地域資源マネ,前,,1410-37-0410
,理,理,前,数学,1410-42-0911
,,,,物理,1410-42-0912
,,,,化学,1410-42-0913
,,,,生物,1410-42-0914
,,,,地学,1410-42-0915
,,,後,Ａ,1410-42-0921
,,,,Ｂ,1410-42-0922
,工,工,前,理型Ａ,1410-46-0911
,,,,理型Ｂ,1410-46-0912
,,,後,理型,1410-46-0920
,,工／ 建築・社,前,文理型,1410-46-1810
,,,後,文理型,1410-46-1820
,,工／ デジタル,前,,1410-46-1910
,,,後,,1410-46-1920
,医,医,前,,1410-55-0110
,,看護,前,,1410-55-0210
,農,食料生産,前,,1410-72-0410
,,,後,,1410-72-0420
,,生命機能,前,,1410-72-0510
,,,後,,1410-72-0520
,,生物環境,前,,1410-72-0610
,,,後,,1410-72-0620
愛媛県立医療,保健科学,看護,前,,2285-64-0110
,,,後,,2285-64-0120
,,臨床検査,前,,2285-64-0210
エリザベト音楽,音楽,音楽文化,,前期,3796-83-0500
,,演奏,,前期,3796-83-0600
奥羽,歯,歯,,一期,3099-58-0100
,薬,薬,,一期,3099-61-0101
桜花学園,国際,国際,,Ⅲ,3552-33-0102
,,,,Ⅰ,3552-33-0103
,,,,Ⅱ,3552-33-0104
,,,共,,3552-33-0171
,教育保育,教育保育,,Ⅲ,3552-79-0102
,,,,Ⅰ,3552-79-0103
桜花学園,教育保育,教育保育,,Ⅱ,3552-79-0104
,,,共,,3552-79-0171
,,国際教養こど,,Ⅲ,3552-79-0202
,,,,Ⅰ,3552-79-0203
,,,,Ⅱ,3552-79-0204
,,,共,,3552-79-0271
追手門学院,文,人文／ 日本文,,前期２,3626-01-0601
,,,,前期３,3626-01-0603
,,,,前英数,3626-01-0604
,,,,前地歴,3626-01-0605
,,,共,前期４,3626-01-0670
,,,,前期２,3626-01-0671
,,,,前期３,3626-01-0672
,,,,前２併,3626-01-0673
,,,,前３併,3626-01-0674
,,,,前英併,3626-01-0678
,,人文／ 歴史文,,前期２,3626-01-0701
,,,,前期３,3626-01-0703
,,,,前英数,3626-01-0704
,,,,前地歴,3626-01-0705
,,,共,前期４,3626-01-0770
,,,,前期２,3626-01-0771
,,,,前期３,3626-01-0772
,,,,前２併,3626-01-0773
,,,,前３併,3626-01-0774
,,,,前英併,3626-01-0778
,,人文／ 美学建,,前期２,3626-01-0801
,,,,前期３,3626-01-0804
,,,,前英数,3626-01-0806
,,,,前地歴,3626-01-0807
,,,共,前期２,3626-01-0870
,,,,前期３,3626-01-0871
,,,,前２併,3626-01-0872
,,,,前英併,3626-01-0873
,,,,前３併,3626-01-0874
,,,,前期４,3626-01-0875
,心理,心理／ 心理学,,前期３,3626-03-0202
,,,,前期２,3626-03-0203
,,,,前英数,3626-03-0207
,,,,前地歴,3626-03-0208
,,,共,前２併,3626-03-0270
,,,,前期２,3626-03-0275
,,,,前期３,3626-03-0276
,,,,前英併,3626-03-0277
,,,,前３併,3626-03-0278
,,,,前期４,3626-03-0279
,,心理／ 人工知,,前期３,3626-03-0302
,,,,前英数,3626-03-0307
,,,共,前期４,3626-03-0370
,,,,前英併,3626-03-0371
,,,,前３併,3626-03-0372
,,,,前期２,3626-03-0375
,,,,前期３,3626-03-0376
,法,法律,,前期３,3626-12-0102
,,,,前期２,3626-12-0103
,,,,前英数,3626-12-0104
,,,,前地歴,3626-12-0105
追手門学院,法,法律,共,前期３,3626-12-0170
,,,,前期４,3626-12-0171
,,,,前期２,3626-12-0172
,,,,前３併,3626-12-0175
,,,,前２併,3626-12-0176
,,,,前英併,3626-12-0177
,経済,経済,,前地歴,3626-18-0200
,,,,前期３,3626-18-0201
,,,,前英数,3626-18-0205
,,,,前期２,3626-18-0206
,,,共,前２併,3626-18-0270
,,,,前期４,3626-18-0273
,,,,前期２,3626-18-0275
,,,,前期３,3626-18-0276
,,,,前英併,3626-18-0277
,,,,前３併,3626-18-0278
,経営,経営／ 経営マ,,前期３,3626-19-0401
,,,,前期２,3626-19-0402
,,,,前英数,3626-19-0408
,,,,前地歴,3626-19-0409
,,,共,前２併,3626-19-0470
,,,,前期４,3626-19-0471
,,,,前期２,3626-19-0475
,,,,前期３,3626-19-0476
,,,,前英併,3626-19-0477
,,,,前３併,3626-19-0478
,,経営／ ビジ法,,前期３,3626-19-0501
,,,,前期２,3626-19-0502
,,,,前英数,3626-19-0508
,,,,前地歴,3626-19-0509
,,,共,前２併,3626-19-0570
,,,,前期４,3626-19-0571
,,,,前期２,3626-19-0575
,,,,前期３,3626-19-0576
,,,,前英併,3626-19-0577
,,,,前３併,3626-19-0578
,,経営／ ビジ心,,前期３,3626-19-0601
,,,,前期２,3626-19-0602
,,,,前英数,3626-19-0608
,,,,前地歴,3626-19-0609
,,,共,前２併,3626-19-0670
,,,,前期４,3626-19-0671
,,,,前期２,3626-19-0675
,,,,前期３,3626-19-0676
,,,,前英併,3626-19-0677
,,,,前３併,3626-19-0678
,,経営／ 情報シ,,前期３,3626-19-0701
,,,,前期２,3626-19-0702
,,,,前英数,3626-19-0708
,,,,前地歴,3626-19-0709
,,,共,前期２,3626-19-0770
,,,,前３併,3626-19-0771
,,,,前期４,3626-19-0772
,,,,前期３,3626-19-0777
,,,,前２併,3626-19-0778
,,,,前英併,3626-19-0779
